n1,n2
42,1572
42,4287
42,3062
42,1771
42,4113
42,1730
42,3143
42,4661
42,3486
42,2842
43,2417
43,1109
43,557
43,666
43,3211
43,2783
43,81
43,4077
44,1807
44,4466
44,3740
44,1808
44,3397
44,3243
44,3703
44,4734
44,4207
44,1263
45,324
45,2938
45,2765
45,3514
45,4975
45,2764
45,470
46,2337
46,4346
46,1120
46,2523
46,156
46,4797
46,4998
46,230
46,2266
46,2228
46,718
46,1309
46,1756
46,3573
46,2725
46,1983
47,2780
47,224
47,1911
47,127
47,828
47,2221
47,293
47,4784
47,2977
47,638
47,4166
47,2322
47,2760
48,2935
48,2977
48,2780
48,4620
48,4929
48,3820
48,3288
48,1020
48,4233
48,553
48,2172
48,1813
48,3813
49,3073
49,13
49,1525
49,4375
49,3890
49,3359
49,4662
49,1306
50,4591
50,161
50,541
50,759
50,589
50,590
51,4405
51,640
51,4951
51,744
51,4945
51,693
51,3607
51,2429
51,4758
51,370
51,4991
51,2014
52,92
52,4447
52,3622
52,1685
52,1931
52,4530
52,3027
52,2414
52,84
52,1487
52,136
52,3315
53,3681
53,4861
53,2603
53,765
53,4110
54,503
54,195
54,3305
54,2588
54,3634
54,1251
54,777
55,1729
55,724
55,3718
55,933
55,3468
55,4536
56,4486
56,3897
56,3236
56,2888
56,583
57,1003
57,738
57,2775
57,4427
57,4599
57,2808
57,4507
57,3995
57,1418
57,1588
57,2736
58,2178
58,3693
58,2148
58,4901
58,1102
58,3886
58,4035
58,1804
58,3375
58,4701
58,728
58,30
58,2037
58,1451
58,1139
58,137
58,621
58,1346
58,1202
58,146
59,2981
59,1571
59,2156
59,1553
59,4649
59,1259
60,4675
60,2845
60,724
60,123
60,1257
60,4044
60,985
60,3041
60,4324
61,3388
61,1494
61,1098
61,3816
61,2040
61,1970
61,3855
61,3863
61,2875
61,3772
62,3808
62,3125
62,1675
62,1153
62,993
62,55
62,1786
62,4840
62,2238
62,272
62,4151
62,3782
62,3241
62,1480
62,718
62,2836
62,2969
62,4570
62,3979
62,239
63,2073
63,4150
63,2802
63,3829
63,4871
63,1734
63,2640
63,2048
63,3809
63,431
63,656
64,4790
64,121
64,4949
64,3639
64,1033
64,3644
64,1539
64,260
64,1839
64,2936
64,1015
65,4927
65,547
65,1045
65,801
65,4384
65,690
65,2053
65,4157
66,43
66,2048
66,3538
66,3536
66,3496
66,1896
66,1549
66,327
66,304
66,4081
66,1956
66,581
66,2873
66,487
66,2201
66,752
66,4066
66,2792
66,4150
66,400
67,1657
67,247
67,4037
67,3289
67,131
67,778
67,385
67,93
67,4587
67,62
67,4219
67,912
68,3330
68,3481
68,2194
68,1489
68,922
68,1990
68,821
68,2635
68,1507
68,3763
68,338
69,420
69,3057
69,3487
69,1073
69,3773
69,3173
70,3653
70,2491
70,4396
70,2500
70,3837
70,3529
70,4053
70,3628
70,1587
70,4560
70,860
71,145
71,4666
71,289
71,3301
72,2036
72,1528
72,1865
72,2245
72,1605
72,3129
72,1164
72,3301
73,2333
73,2286
73,2164
73,2839
73,3455
73,3513
73,4166
73,1995
73,2924
73,3182
74,4675
74,1995
74,1846
74,2635
74,4115
74,4594
74,2850
74,4781
74,2509
74,2628
74,2650
75,1359
75,2177
75,4430
75,1165
75,2339
75,4137
76,4781
76,665
76,2246
76,2143
76,692
76,1262
76,4565
76,2049
76,3853
76,9
76,2698
76,1109
76,696
76,2780
76,2543
77,2066
77,321
77,1775
77,3524
77,3331
77,252
77,3612
77,2611
77,729
77,330
77,490
77,3669
77,501
78,87
78,823
78,3710
78,2377
78,613
78,2495
78,3058
78,2805
78,665
78,4079
78,1386
78,97
78,3642
79,4640
79,1109
79,4211
79,1274
79,4374
79,3069
79,264
79,3283
79,3869
79,902
79,2073
79,1751
79,3680
79,1638
80,393
80,3994
80,4445
80,319
80,2367
80,2771
80,4886
81,3035
81,3185
81,3889
81,656
81,4386
81,3366
81,1581
81,1570
81,3104
81,1044
81,43
81,1763
82,2686
82,756
82,2034
82,2223
82,291
82,3349
82,1694
82,938
82,4336
82,1725
82,755
82,4894
82,1448
82,2366
83,3556
83,2433
83,2918
83,103
83,4222
83,549
83,52
83,4599
83,1912
84,3060
84,4776
84,3744
84,4702
84,3938
84,2117
84,4382
84,407
84,1104
85,4805
85,4366
85,378
85,503
85,2166
85,1233
85,4088
85,1626
85,267
85,2869
85,1657
85,4346
85,2853
85,3875
85,4652
85,4254
85,3148
85,4676
85,4586
86,937
86,2655
86,256
86,551
86,1857
86,925
86,4163
87,2840
87,3457
87,4496
87,4292
87,454
87,4897
87,4451
87,182
87,1947
87,1736
87,4659
88,2728
88,4576
88,3889
88,3903
88,3815
88,2926
88,3759
88,4410
88,1754
88,4431
88,4587
88,1926
88,196
88,3532
88,165
88,3649
88,1443
88,2846
88,2196
88,2370
88,67
88,4457
89,4911
89,3331
89,2221
89,299
89,609
89,3292
89,2802
89,2683
89,784
89,1580
89,2798
89,1052
89,3542
89,2931
89,2174
90,216
90,392
90,2810
90,4698
90,167
90,2674
90,531
90,717
90,4477
90,2917
90,3063
91,2172
91,260
91,3540
91,840
92,1786
92,4152
92,3169
92,1978
92,323
92,4916
92,3687
92,370
92,2705
92,4387
92,4885
92,2840
93,1726
93,3401
93,844
93,1294
93,3130
93,2737
93,3818
93,3396
93,2466
93,1430
93,2853
93,2631
93,16
93,2610
93,2756
94,4214
94,4904
94,3653
94,2822
94,953
94,3344
94,3850
94,2752
94,2666
94,2443
94,4645
94,1395
94,1787
94,4784
94,2794
95,1804
95,648
95,323
95,1413
95,4071
95,4175
95,4569
95,4761
95,1921
95,4296
95,3738
95,2294
95,3577
96,3622
96,2361
96,2638
96,2456
96,477
96,403
96,871
96,1100
96,532
97,1199
97,4377
97,2151
97,351
97,1978
97,1298
97,3920
97,1838
97,1356
97,4812
97,3247
98,488
98,4448
98,3099
98,2826
98,1460
98,4113
98,3126
98,3100
99,150
99,3503
99,2975
99,2677
100,2865
100,739
100,4836
100,1064
100,4785
101,1003
101,2371
101,3598
101,1759
101,2343
101,643
101,442
101,4241
101,4703
101,3831
101,3778
101,334
102,4659
102,2844
102,3975
102,3472
102,3536
102,2097
102,3717
102,4286
102,3992
102,4219
102,4162
102,3806
102,1832
102,1537
102,3871
103,2839
103,3303
103,2401
103,1979
103,2041
103,3648
103,4837
103,3511
104,1489
104,2471
104,2212
104,649
104,2240
104,100
104,583
104,653
104,2202
104,4849
105,4965
105,2827
105,2908
105,954
105,3728
105,210
105,2086
105,866
105,4977
106,3018
106,1515
106,2522
106,4849
106,204
106,1644
106,2584
107,4229
107,4655
107,231
107,975
107,1236
107,822
107,3700
107,550
108,4526
108,707
108,722
108,3746
108,4481
108,2023
108,1049
108,3121
108,40
108,4302
108,2147
108,3037
108,2052
108,2391
109,619
109,1828
109,4172
109,2867
110,27
110,4445
110,926
110,3519
110,433
110,667
111,2597
111,3875
111,4254
111,3241
111,859
111,3928
111,1645
111,4517
111,3382
111,4467
111,378
111,3973
112,3170
112,3225
112,3918
112,149
112,2375
112,3478
112,1638
112,4305
112,2904
112,3731
113,1838
113,972
113,4505
113,1452
113,1378
113,413
113,3873
113,3418
113,3500
114,9
114,662
114,4830
114,1757
114,4637
114,4870
114,3915
115,1074
115,3156
115,2262
115,437
115,1477
115,4040
115,93
115,2388
115,788
115,3385
115,2447
115,2108
115,3358
115,312
115,4735
115,2178
115,3276
115,807
115,4975
115,3223
116,4080
116,2871
116,3436
117,1585
117,2972
117,3462
117,4952
117,4066
117,4866
117,4831
117,3508
117,2759
117,448
117,2772
118,2133
118,3715
118,4131
118,2301
118,2601
118,3618
118,1698
118,1543
118,4567
118,445
118,1360
118,1383
119,2802
119,2443
119,343
119,4022
119,3792
119,669
119,2510
120,3613
120,761
120,23
120,3414
120,3039
120,3390
120,3700
120,1758
120,1352
121,3760
121,2190
121,212
121,1762
121,2474
121,2747
121,271
121,4440
121,3726
121,2316
121,3537
122,2263
122,1340
122,1001
122,2663
122,3802
122,4051
122,4946
122,3151
122,4852
122,2585
122,662
122,1894
123,1204
123,28
123,3792
123,63
123,4386
123,95
123,3391
123,4077
123,4371
123,3643
124,1323
124,2897
124,4858
124,4246
124,2128
124,4193
124,1067
124,3211
125,3598
125,135
125,1179
126,1467
126,3846
126,584
126,3419
126,3557
126,2388
126,4285
127,3853
127,4002
127,2460
127,1421
127,1768
127,3474
127,2141
127,835
127,1850
127,1158
127,3053
127,3770
127,4667
127,1802
127,3901
127,4081
128,4171
128,3296
128,2766
128,1776
128,1756
128,3843
128,366
128,1886
128,3875
128,3001
128,4329
128,3291
129,1766
129,2637
129,2702
129,3644
129,3760
130,1706
130,3231
130,2984
130,3522
130,332
130,3329
130,2137
131,4614
131,3078
131,188
131,1645
131,3943
131,2226
131,1773
131,115
131,1366
131,567
131,1562
131,4587
131,2555
132,4732
132,4119
132,3183
132,116
132,4548
132,3317
132,1938
132,3012
132,543
133,4920
133,4268
133,2757
133,4460
133,1943
133,1895
133,3078
133,3608
133,1211
133,1995
133,742
133,3372
133,1739
134,3786
134,3763
134,2726
134,4629
134,1343
134,1513
134,2635
134,4263
134,696
134,1535
135,2434
135,3995
135,1196
135,4108
136,1520
136,2776
136,1337
136,3886
136,2064
136,1671
136,2850
136,1990
136,3762
136,4323
136,1022
136,106
136,4849
137,4822
137,4452
137,1228
137,8
137,302
138,3083
138,4756
138,4258
138,3286
138,1769
138,585
138,4499
138,3549
138,3994
139,1655
139,902
139,1290
139,214
139,4342
139,323
139,1967
139,263
140,465
140,4828
140,1852
140,1531
140,3585
140,1048
140,803
140,3199
140,4125
140,2203
140,3162
140,2771
140,399
140,522
140,3004
141,1569
141,94
141,4359
141,1179
141,1183
141,4439
141,3055
141,3652
141,4552
141,2962
141,3314
141,351
141,4092
141,2384
142,1499
142,1554
142,4057
142,3550
142,1922
142,477
142,2110
143,2908
143,2656
143,380
143,4187
143,4077
143,776
143,1887
143,3867
143,3703
143,4543
143,3510
143,4120
144,2066
144,641
144,3326
144,228
144,4668
144,2154
144,512
144,378
144,2935
144,3713
144,47
144,981
144,555
144,748
144,1914
145,1160
145,4598
145,682
145,3359
145,4618
145,3211
145,2906
145,3357
145,3521
145,181
146,3761
146,4340
146,2432
146,4006
146,1790
146,1105
146,3224
146,2764
146,2738
146,3353
147,123
147,2452
147,2213
147,2692
147,663
147,4157
147,712
147,4902
147,1558
147,1797
148,975
148,546
148,1610
148,2960
148,3179
148,3193
148,201
148,3966
149,1833
149,3314
149,306
149,918
149,2448
149,2713
149,3686
149,89
149,3922
149,4667
149,4874
150,4355
150,741
150,451
150,4831
150,1936
150,2074
150,251
150,3252
150,3654
150,2164
151,522
151,2
151,1823
151,4755
151,2028
151,593
151,3227
151,674
151,2139
151,3845
151,3085
151,4365
151,488
151,2434
152,1340
152,3151
152,1984
152,2240
152,2585
152,3141
152,4624
152,4328
153,2962
153,613
153,4085
153,357
153,2826
153,3190
153,3654
154,3858
154,351
154,252
155,3342
155,2834
155,172
155,4550
155,4352
155,1363
155,4818
156,162
156,993
156,3217
156,4802
156,1090
156,2795
156,1246
156,4837
156,2846
156,4251
156,2956
156,1042
156,1620
156,2166
156,4855
156,1024
156,2196
157,2463
157,1116
157,4661
157,3826
157,4588
157,1278
158,3255
158,1265
158,4980
158,2588
158,3816
159,424
159,2149
159,2529
159,1898
159,381
159,139
159,1466
159,2640
159,3263
160,2027
160,3154
160,3744
160,773
160,1351
160,3831
160,2362
160,30
160,101
160,4396
160,2035
160,4024
161,4625
161,1955
161,408
161,4716
161,3390
161,1911
161,4185
161,1667
161,58
162,3987
162,3058
162,1419
162,4732
162,3036
162,2711
162,2266
162,4918
162,1191
162,4619
162,2247
162,2167
163,1744
163,741
163,3932
163,4266
163,2469
163,960
164,1402
164,4803
164,2653
164,1348
164,1896
164,3252
164,3075
165,3782
165,497
165,4570
165,1640
165,3795
165,4529
165,4405
165,2098
165,1347
165,4089
166,459
166,2351
166,767
166,2633
166,780
166,2894
166,2541
166,4765
166,2545
167,1361
167,2046
167,431
167,2319
167,2080
167,2487
167,4469
168,3451
168,1221
168,1159
168,2907
168,4090
168,1018
168,886
168,2437
168,2966
168,2430
169,255
169,1675
169,4218
169,861
169,2231
169,1879
169,454
169,2442
169,2155
170,2216
170,4015
170,3777
170,1882
170,4946
171,2276
171,1114
171,1937
171,4082
171,111
171,2287
171,1795
171,2
171,3841
171,913
171,674
171,4282
171,4131
172,2382
172,4714
172,1231
172,520
172,3799
172,2332
172,4705
172,467
172,3984
172,2860
173,183
173,2569
173,606
173,784
173,2987
173,2294
173,4645
173,3134
173,3572
173,1096
173,1969
173,77
173,3797
173,2403
173,4406
174,1227
174,184
174,414
174,437
174,4197
174,4239
174,4602
174,4778
174,1592
174,1177
174,1876
174,2809
174,267
174,1726
174,3815
174,2052
174,1783
174,4921
174,1291
175,2884
175,3225
175,3675
175,1750
175,732
175,2825
175,1799
175,2842
176,3260
176,2755
176,2513
176,1103
176,4600
176,35
176,1854
176,4551
176,4099
176,1583
176,1909
176,3229
176,2633
176,428
176,1835
176,2176
177,1299
177,553
177,2453
177,4468
177,953
177,2581
177,2685
177,521
177,149
177,3720
177,4511
177,593
178,576
178,116
178,3252
178,3271
178,766
178,4561
178,2968
178,3940
178,1184
179,899
179,4150
179,4170
179,1967
179,394
179,1174
179,4060
179,4916
179,4371
180,3096
180,1157
180,1571
180,2735
180,1138
180,1851
180,2141
180,3823
180,3889
180,2745
180,2210
180,1872
180,3410
181,2815
181,4774
181,2306
181,4053
181,2222
181,393
181,4245
181,83
181,2371
181,3583
181,3521
182,3457
182,1951
182,284
182,4865
182,4966
182,33
182,223
182,3496
183,2992
183,4874
183,1838
183,2752
183,2685
183,1787
183,4758
183,2690
183,1576
183,1070
183,2147
184,855
184,3480
184,4797
184,1923
184,2361
184,4926
184,1347
184,4011
184,3122
184,3036
184,4467
184,4855
184,1227
184,4040
184,624
184,2226
184,1030
185,2020
185,2991
185,3460
185,2556
185,2995
185,107
185,4467
186,1789
186,3182
186,1429
186,1135
186,2623
186,808
186,133
186,1624
186,1853
186,4842
186,881
186,2298
186,2864
186,3249
187,240
187,184
187,4538
187,4191
187,3925
187,2721
187,4753
187,3684
188,4317
188,4080
188,1731
188,3306
189,3390
189,2940
189,4230
189,1966
189,3375
189,3016
189,1148
189,2741
189,894
189,3008
189,4889
189,1960
189,2076
189,49
189,1436
190,1292
190,2499
190,4051
190,2556
190,1438
190,2568
190,2264
190,1728
190,2253
190,4113
191,1607
191,654
191,4253
191,2166
191,2350
191,3813
191,3228
192,2506
192,3325
192,4677
192,547
192,2526
192,1178
192,1002
192,791
193,755
193,3328
193,2692
193,4604
193,4735
193,2223
193,1101
193,3129
194,3764
194,197
194,1024
194,4275
194,3424
194,1530
194,3551
194,171
194,4368
195,3644
195,1954
195,2474
195,92
195,3960
195,1956
195,1314
195,2343
195,3490
196,2450
196,4195
196,2142
196,1895
197,4246
197,1022
197,4407
197,3233
197,182
197,2331
197,213
198,2857
198,2891
198,554
199,2557
199,4562
199,4068
199,1431
199,1710
199,3814
199,3016
199,2676
199,4613
199,148
199,4675
199,253
199,2673
199,4956
200,1701
200,4276
200,3741
200,4554
200,4532
200,3825
200,633
200,4471
200,4488
201,919
201,2773
201,1413
201,3783
201,761
202,3802
202,1954
202,1400
202,4291
202,1520
202,106
202,4785
202,3707
202,1256
202,3092
203,2109
203,1634
203,2979
203,1558
203,3544
203,1474
203,2426
203,4895
203,4142
203,3412
204,1400
204,694
204,3299
204,4907
204,709
204,1021
204,495
204,1404
204,1713
204,4170
204,4453
204,4255
205,457
205,395
205,3490
205,1766
205,4283
205,1136
206,477
206,4832
206,286
206,4114
206,4566
206,996
206,3101
206,1395
207,1551
208,1222
208,2708
208,481
208,1834
208,4697
208,1476
208,2383
208,2652
208,85
208,3138
208,2785
208,4253
208,1721
209,3435
209,3505
209,1965
209,3470
209,1589
209,286
209,240
210,688
210,2014
210,3858
210,4991
210,955
210,947
210,1176
210,4838
210,3268
210,2307
210,588
210,1165
210,221
210,4715
210,3780
210,631
211,4619
211,1005
211,1666
211,4337
211,4901
211,2380
211,4919
211,4094
211,2634
211,2039
211,4267
211,4420
211,346
211,942
211,3828
211,2839
211,4180
211,1368
212,1129
212,449
212,3410
212,2778
212,2477
212,1003
212,2084
212,4495
213,2128
213,96
213,4061
213,4933
213,309
213,2088
213,3014
214,2958
214,1417
214,123
214,3081
215,2485
215,2203
215,4523
215,3102
215,2339
215,3329
215,2256
215,3950
215,1355
215,1508
215,3162
215,4048
215,693
215,1485
215,2028
215,4387
215,2968
215,4335
216,355
216,53
216,564
216,4817
216,1357
216,3254
216,1026
216,476
216,480
216,3002
216,68
217,2724
217,2293
217,887
217,2838
217,4
217,3230
217,2965
217,3926
217,1628
217,4180
217,1108
218,883
218,237
218,3224
218,2923
218,3013
218,999
218,721
218,23
219,4643
219,4720
219,4931
219,3135
219,1447
219,2683
219,11
219,446
219,2601
219,3560
219,3619
219,1521
219,1316
219,522
219,3575
219,1545
220,255
220,17
220,2239
220,1214
220,214
220,3890
220,2600
220,3514
220,647
220,3073
220,629
221,4017
221,1579
221,3494
221,4286
221,4941
221,235
221,3816
221,1485
221,3950
221,3858
221,1508
221,4363
221,1702
222,3475
222,4519
222,4147
222,3356
222,3437
222,2466
222,2527
222,1003
222,955
222,2993
223,3724
223,3117
223,4231
223,4677
223,4385
223,2118
224,4738
224,4751
224,4306
224,2444
224,4336
224,1049
224,4081
224,2033
224,1776
224,3850
224,1155
224,2353
224,521
224,3989
225,1429
225,109
225,1019
225,2932
225,801
225,2792
225,4966
225,4112
225,2062
225,3826
225,991
226,4353
226,4413
226,3185
226,3463
226,1044
226,4895
227,1215
227,2873
227,4982
227,3258
227,2560
227,787
227,1307
227,4655
227,1825
227,626
227,2558
227,4079
227,1406
227,951
228,3599
228,3981
228,3483
228,4203
228,67
228,2571
228,2376
228,764
228,3876
228,2238
228,4383
228,3217
228,4514
228,4477
228,1886
228,3200
229,1708
229,4040
229,844
229,4956
229,852
229,3049
229,2730
229,890
229,3116
229,2683
229,503
229,4797
229,2516
229,775
229,601
229,3125
229,884
230,4892
230,868
230,3331
230,3547
230,2995
230,4680
230,1537
230,3192
231,4966
231,187
231,370
231,4691
231,4821
231,596
231,2052
231,493
231,819
231,1289
232,883
232,2138
232,2868
232,2239
232,3466
232,1659
232,928
232,3664
232,1741
232,4509
232,3896
232,721
232,1821
233,2254
233,3725
233,4351
233,626
233,4127
234,1723
234,4238
234,557
234,507
234,3243
234,2242
234,1960
234,44
234,3152
234,899
235,2962
235,4523
235,308
235,1473
235,4734
235,126
235,2769
235,2130
235,4686
235,2348
235,1386
236,4517
236,659
236,3833
237,2000
237,2701
237,4202
237,662
237,324
237,1758
237,161
237,2115
237,546
237,4442
237,470
238,2106
238,3541
238,312
238,1460
238,2588
239,4454
239,2870
239,4657
239,3411
239,3530
239,4359
239,2221
239,1020
239,524
239,3167
239,3253
239,4406
239,2228
239,1049
239,263
240,1958
240,2679
240,1814
240,1187
240,2211
240,370
240,3660
240,573
241,2280
241,2695
241,3884
241,2455
241,2839
241,1171
241,4086
241,3450
241,4462
242,3750
242,4619
242,3494
242,3717
242,208
242,4752
242,890
242,4774
242,2455
242,3538
242,3122
243,2274
243,2989
243,2078
243,2131
243,2330
243,1920
243,712
243,686
243,4367
244,4588
244,869
244,1420
244,3086
244,4947
244,1279
244,3790
244,3342
244,4376
245,1151
245,2475
245,3882
245,3636
245,1713
245,3338
246,2771
246,465
246,51
246,399
246,1490
246,2881
246,3591
246,4285
246,2968
246,3494
246,2250
246,2807
246,3499
247,47
247,4176
247,4641
247,4349
247,1853
247,4786
248,4583
248,3175
248,2870
248,1297
248,4502
248,2581
248,1552
248,669
248,3989
248,1243
248,2465
248,3452
248,2699
248,2686
248,1395
249,168
249,4865
249,805
250,3863
250,3991
250,583
250,1402
250,4141
250,3638
251,2644
251,1238
251,1748
251,2065
251,2320
251,356
251,3919
251,1794
251,3325
251,3182
251,1577
251,2404
252,94
252,4752
252,1911
252,1175
252,650
252,3518
252,2356
253,1148
253,1894
253,3142
253,2079
253,3118
253,3656
253,1262
253,894
253,2298
253,2755
253,778
254,4744
254,2722
254,3789
254,412
254,1812
254,338
254,461
255,658
255,1275
255,2152
255,376
255,3131
255,2682
255,408
255,634
255,794
255,4653
255,1758
255,1081
255,4936
255,3031
256,1000
256,1672
256,542
256,4010
256,204
256,4707
256,1952
256,365
256,2317
257,1517
257,149
257,2557
257,1530
257,2745
257,4716
257,2933
257,3662
257,1246
258,3366
258,2213
258,1459
258,3263
258,3190
258,2763
258,2889
258,1804
258,2619
258,1734
258,1683
258,4564
258,1223
258,2210
258,2639
259,1213
259,3155
259,2531
259,1075
259,2960
259,3008
259,1104
259,2835
259,1972
260,779
260,1153
260,4521
260,3033
260,1196
260,299
260,1690
260,2329
261,3598
261,1801
261,1067
261,404
261,2553
261,251
262,1581
262,3388
262,2440
262,2822
262,4481
262,1602
262,2335
263,2062
263,4183
263,3297
263,613
263,3962
263,2529
263,139
263,3791
263,3265
263,497
263,726
263,1446
263,3059
263,1673
263,3738
263,3205
264,4084
264,1286
264,400
264,2658
264,1940
264,1755
264,226
264,2537
265,933
265,367
265,3662
265,4364
265,3415
265,470
265,1712
265,2786
266,916
266,4177
266,3668
266,1663
266,184
266,4800
267,1562
267,2890
267,3346
267,242
267,2463
267,2133
267,2970
267,2574
267,4514
267,912
267,1478
267,85
267,1976
267,4042
267,3265
268,3200
268,2756
268,1805
268,4918
268,4877
268,1996
268,4254
268,2337
268,128
269,3
269,3393
269,4922
269,1463
269,1593
269,30
269,1940
269,1885
269,3948
269,3325
269,4050
269,706
269,3710
269,756
269,3767
269,2838
269,1413
270,3608
270,1212
270,1954
270,2063
270,4459
270,922
270,4093
270,4301
270,4956
271,874
271,666
271,2949
271,4319
271,771
271,776
271,3773
271,755
272,3903
272,385
272,3359
272,4389
272,3975
272,4786
272,1476
272,4383
272,428
272,1120
272,4329
272,4855
272,4963
272,2012
273,1299
273,4269
273,2918
273,2253
273,2433
273,4428
273,549
273,738
273,2627
274,1909
274,4231
274,4721
274,3228
274,4917
274,1068
274,2318
274,1600
274,2519
274,2096
274,2500
274,2724
274,2093
274,1046
275,4554
275,4849
275,3011
275,4508
275,590
275,2860
275,1613
275,2214
275,524
275,1065
275,3615
276,2461
276,795
276,2680
276,4645
276,3210
276,945
276,1454
277,1112
277,2313
277,676
277,3293
277,2532
277,1620
277,3419
277,1653
277,954
278,3984
278,2499
278,1514
278,2136
278,1913
278,2010
278,3075
278,3014
279,239
279,188
279,3164
279,2094
279,2955
279,4306
279,2322
279,3399
279,2528
279,4454
280,1843
280,1214
280,4022
280,884
280,4399
280,521
280,4795
280,2141
280,211
280,1950
280,4065
280,1829
280,4709
281,2210
281,2305
281,2676
281,4589
281,739
281,170
281,4138
281,4787
281,2345
281,1028
281,34
281,1535
281,1001
281,3447
281,2194
281,2850
282,3845
282,3462
282,3114
282,2697
282,3248
282,4301
282,625
282,1579
282,2435
282,3705
283,1853
283,2293
283,3412
283,1673
284,4493
284,867
284,4449
284,2513
284,2121
284,1258
285,3439
285,4277
285,235
285,4567
285,2991
285,4365
285,3816
285,2001
285,213
285,705
285,2055
286,76
286,3736
286,779
286,1129
286,917
286,477
286,3239
286,612
286,2162
286,975
286,2808
286,507
286,4790
287,352
287,2317
287,4388
287,3168
287,1695
287,3421
287,3560
