n1,n2
7297,7272
763181,7272
763181,7276
763181,7296
7276,7297
763010,7297
763181,7297
1105764,7419
1107312,7419
1109581,7419
1113182,7419
1117760,7419
1118245,7419
341188,7419
1153287,7430
95586,7430
1121603,7532
1153097,7532
141171,7532
314459,7532
7537,7532
80515,7532
1113534,7537
1131348,7537
1153097,7537
141171,7537
314459,7537
409255,7537
7532,7537
1138027,7867
315789,7867
105057,8079
1103737,8079
1121867,8079
154982,8079
192850,8079
27250,8079
39124,8079
1108728,8224
1110426,8224
1111788,8224
1128531,8224
1132815,8224
11342,8224
1153148,8224
1153866,8224
133615,8224
22431,8224
22563,8224
23738,8224
263279,8224
30895,8224
368431,8224
49843,8224
49844,8224
49847,8224
55403,8224
601567,8224
62389,8224
6311,8224
65653,8224
6639,8224
97377,8224
1120059,8581
1132968,8581
2665,8581
75691,8581
75695,8581
1154525,8591
137956,8591
167205,8591
709113,8591
1132809,8594
1154525,8594
1213,8594
180187,8594
232605,8594
58268,8594
709113,8594
8591,8594
1116268,8617
12359,8617
175291,8617
36145,8617
52784,8617
175291,8619
36145,8619
1102751,8687
38000,8687
104840,8696
1102751,8696
104840,8699
1102751,8699
101145,8703
104840,8703
1102751,8703
1105428,8703
1119078,8703
173884,8703
27535,8703
308232,8703
353541,8703
434,8703
502574,8703
51866,8703
51909,8703
59244,8703
89335,8703
409725,8766
1102761,8821
1153811,8821
1102761,8832
103515,8865
1129570,8865
395075,8865
608292,8865
647408,8865
785678,8865
8875,8865
1104647,8872
1125092,8872
1152761,8872
1153860,8872
197054,8872
229635,8872
395075,8872
8875,8872
1120643,8874
1153816,8874
395075,8874
608292,8874
646809,8874
647447,8874
8875,8874
1129570,8875
1152676,8875
18582,8875
395075,8875
608292,8875
1103610,8961
1133390,8961
102879,9513
102879,9515
4804,9515
9513,9515
1102794,9559
252725,9559
1130780,9581
633585,9581
1120138,9586
33818,9586
1130539,9708
1153003,9708
136766,9708
136768,9708
181782,9708
1153262,9716
28674,9716
6539,9716
1107067,10169
1123867,10169
114189,10169
158614,10169
17798,10169
20850,10169
211875,10169
259126,10169
3231,10169
39126,10169
39131,10169
49660,10169
552469,10169
6334,10169
63477,10169
63486,10169
636098,10169
711598,10169
85452,10169
10186,10174
10169,10177
1112574,10177
12197,10177
12198,10177
12210,10177
124734,10177
15429,10177
164,10177
249858,10177
27606,10177
4804,10177
67415,10177
68495,10177
68505,10177
9515,10177
10186,10183
10430,10183
1108267,10183
1110947,10183
1114336,10183
1120713,10183
259772,10183
47570,10183
54550,10183
6378,10183
86840,10186
1120713,10430
3095,10430
1103394,10435
112378,10435
208345,10435
22566,10435
41417,10435
8703,10435
1102850,10531
1107567,10531
1129442,10531
1130634,10531
194617,10531
31336,10531
31349,10531
31353,10531
36620,10531
43698,10531
686532,10531
1110947,10796
1113934,10796
1135358,10796
1153148,10796
180373,10796
20942,10796
30895,10796
31097,10796
417017,10796
46536,10796
601567,10796
6217,10796
8699,10796
93320,10796
10183,10798
10796,10798
1154500,10798
18619,10798
20193,10798
212777,10798
252715,10798
434,10798
601561,10798
8703,10798
97892,10798
1102873,10981
23507,10981
39199,11093
1129835,11148
1131719,11148
193354,11148
25413,11148
11339,11326
1127657,11335
11325,11335
1153264,11335
20833,11335
217139,11335
35070,11335
49843,11335
545647,11335
582511,11335
1128256,11337
11326,11339
211432,11339
30901,11339
44017,11339
45061,11339
463825,11342
65650,11342
79809,11342
1126350,12155
12199,12158
148399,12158
1107567,12165
1112099,12165
1119471,12169
4637,12169
989397,12169
1059953,12182
1106418,12182
1117249,12182
1118764,12182
1153183,12182
12165,12182
12211,12182
155736,12182
157761,12182
219239,12182
28632,12182
28640,12182
28641,12182
309476,12182
321861,12182
429781,12182
4660,12182
5038,12182
65650,12182
94713,12182
27199,12194
1107319,12195
1107567,12195
1112099,12195
1131611,12195
1132285,12195
12165,12195
38722,12195
51180,12195
111866,12197
1119471,12197
68495,12197
1126350,12198
12158,12198
12199,12198
164,12198
27612,12198
95225,12198
1119471,12199
12247,12199
1112574,12210
12182,12210
4804,12210
57948,12210
6125,12210
67415,12210
77515,12210
12165,12211
101263,12238
1107567,12238
1112099,12238
12165,12238
1119471,12247
148399,12247
107569,12330
1120777,12330
1152490,12330
1153861,12330
156977,12330
213279,12330
395553,12330
400356,12330
949217,12330
1129683,12337
16451,12337
16470,12337
16474,12337
395725,12337
57764,12337
16451,12347
72101,12347
101811,12350
1104007,12350
1107319,12350
1131611,12350
12158,12350
12195,12350
12198,12350
12210,12350
152227,12350
157805,12350
16451,12350
20601,12350
20602,12350
27612,12350
4804,12350
6125,12350
6539,12350
67415,12350
68495,12350
1131634,12359
16451,12359
242637,12359
105057,12439
323128,12439
340078,12439
1071981,12576
1104999,12576
1105221,12576
1107674,12576
1129573,12576
127033,12576
135130,12576
229635,12576
28290,12576
416455,12576
56112,12576
56119,12576
56709,12576
574710,12576
575795,12576
62718,12576
63832,12576
83725,12576
8875,12576
1123188,12631
1152150,12631
1154103,12631
12638,12631
662416,12631
6898,12631
6910,12631
78994,12631
1123188,12638
119761,12638
263553,12638
4330,12638
662416,12638
6898,12638
6910,12638
899119,13024
1118083,13136
160705,13136
17208,13193
755217,13193
1107312,13195
1120731,13195
755217,13195
1105148,13205
13208,13205
1105148,13208
131318,13208
1105148,13212
131318,13212
13208,13212
170338,13212
214472,13212
358884,13212
411005,13212
1152143,13213
131318,13213
17476,13269
13654,13652
13656,13652
83746,13652
1115959,13654
119686,13654
83746,13654
987188,13654
1120431,13656
1115959,13658
1120431,13658
119686,13658
13656,13658
198443,13658
294239,13658
987188,13658
1107355,13686
1120431,13686
1272,13686
1385,13686
1110531,13717
37998,13717
38000,13717
1104379,13885
13917,13885
31043,13885
42847,13885
84459,13885
1120020,13917
13960,13966
1126050,13972
20534,13972
34979,13982
1119708,14062
1152358,14062
1152421,14062
1153280,14062
1154459,14062
141347,14062
33907,14062
44368,14062
646836,14062
97390,14062
98693,14062
1103016,14083
1103016,14090
643069,14090
1103031,14428
1103969,14428
14429,14428
14431,14428
34082,14428
73119,14428
1103031,14429
1103969,14429
1119216,14429
14431,14429
34082,14429
73119,14429
1103031,14430
1103969,14430
1119216,14430
14429,14430
14431,14430
34082,14430
73119,14430
1103031,14431
1103038,14529
1114864,14529
1119987,14529
239829,14529
1103038,14531
1105932,14531
1152308,14531
56167,14531
592830,14531
60682,14531
1103038,14545
14549,14545
1103038,14549
592830,14549
1111240,14807
264347,14807
25702,15076
708945,15076
10169,15429
10177,15429
1104007,15429
1107572,15429
1114526,15429
1153160,15429
12197,15429
12350,15429
175576,15429
210309,15429
217115,15429
219239,15429
35854,15429
41666,15429
57948,15429
77515,15429
89547,15429
9513,15429
9515,15429
35854,15431
12558,15670
1110024,15889
1118388,15889
1152564,15889
1153891,15889
15892,15889
175909,15889
221302,15889
1116146,15892
1118388,15892
158098,15984
189577,15984
308920,15984
714975,15984
1127530,15987
158098,15987
3192,15987
523394,15987
653441,15987
714289,15987
1105531,16008
1131165,16008
158098,16008
189571,16008
189572,16008
189577,16008
308920,16008
3191,16008
3192,16008
523394,16008
642827,16008
152219,16437
16470,16437
16474,16437
395725,16437
430329,16437
51831,16437
118436,16451
1105603,16461
1129621,16470
1104787,16471
1114992,16471
1126044,16471
16474,16471
273949,16471
16471,16474
1123087,16476
1129621,16476
12359,16476
16474,16476
105856,16485
1104787,16485
1105603,16485
1109891,16485
1120049,16485
1123087,16485
12347,16485
286500,16485
1131167,16819
1131236,16819
1131274,16819
1131312,16819
126793,16819
643003,16819
643069,16819
643221,16819
644093,16819
644334,16819
646195,16819
646286,16819
1152259,16843
1152991,16843
643069,16843
1107140,17201
1118245,17201
1126012,17201
17208,17201
184157,17201
32872,17201
95435,17201
1152633,17208
1153262,17208
184157,17208
32872,17208
95435,17208
1115291,17242
280876,17242
444191,17363
1103162,17476
1105033,17476
1122425,17476
1129208,17476
170338,17476
28456,17476
33013,17476
682666,17476
892139,17476
1103162,17477
1103162,17488
1119987,17798
1152308,17798
3231,17798
323128,17798
39131,17798
56167,17798
1107136,17811
63486,17811
245955,17821
1106052,18251
249421,18313
86923,18532
1106854,18536
424540,18536
86923,18536
1000012,18615
4660,18615
582343,18615
1153091,18619
18615,18619
4660,18619
28964,18770
531348,18770
531351,18770
167656,18773
88356,18773
73146,18774
103537,18777
1112686,18777
116790,18777
173863,18777
18774,18777
33013,18777
345340,18777
445938,18777
510718,18777
66794,18777
73146,18777
79817,18777
94713,18777
1108175,18781
18785,18781
86840,18781
1106401,18811
1112686,18811
20920,18811
20920,18812
510715,18812
1104449,18815
20920,18815
1122425,18832
18833,18832
682666,18832
81350,18832
1152740,18834
1152944,18834
18833,18834
593210,19045
593328,19045
593329,19045
87363,19045
1107572,19231
1153736,19231
12960,19231
18619,19231
30934,19231
686061,19231
1106287,19621
1114153,19621
1114442,19621
1126044,19621
1128846,19621
1131464,19621
1135082,19621
1135137,19621
123825,19621
184918,19621
23448,19621
240791,19621
330148,19621
42847,19621
49482,19621
6184,19621
62347,19621
628888,19621
631052,19621
649730,19621
649739,19621
66990,19621
684372,19621
7276,19621
7297,19621
763009,19621
83826,19621
853116,19621
948147,19621
948299,19621
950052,19621
131318,19697
239800,19697
32698,19697
40124,19697
95718,19697
38829,20178
64271,20178
91853,20178
20178,20179
91852,20179
91853,20179
95188,20179
91853,20180
943,20180
1108597,20193
1114777,20193
1116397,20193
1116839,20193
1119180,20193
112813,20193
1130653,20193
1130657,20193
1138091,20193
1152244,20193
1153877,20193
1153879,20193
1153889,20193
144330,20193
3085,20193
30973,20193
395725,20193
5062,20193
566488,20193
566653,20193
